Employee ID,Satisfaction Level,Age,Start Date,Years of Experience,Department,Salary,Promotions,Resigned
36217,0.4855582149366672,33,2021-07-07 21:09:16.652881,9,Tech,Medium,1,0
36969,0.4018902786704942,18,2013-05-27 21:09:16.652887,0,Tech,Medium,2,0
50859,1.6408824657534649,47,2020-03-09 21:09:16.652892,3,Sales,Low,0,0
43480,3.5038344695356654,54,2011-01-14 21:09:16.652897,29,Production,High,0,0
34199,3.392231618785255,40,2012-08-21 21:09:16.652902,2,Sales,High,3,0
97038,3.1394032206232265,44,2005-11-17 21:09:16.652908,14,Sales,Medium,1,0
24943,3.872755513621339,54,2017-02-15 21:09:16.652913,19,Tech,Medium,0,1
38112,1.1618902659986712,33,2022-05-15 21:09:16.652918,11,Sales,High,0,0
97810,3.1692222242364183,41,2018-06-03 21:09:16.652923,4,Sales,Medium,1,0
70756,3.190187728853205,45,2022-05-07 21:09:16.652930,15,Tech,Medium,0,1
71935,3.27167756397557,47,2018-07-16 21:09:16.652936,9,R&D,Medium,0,0
14645,2.9722681752768376,43,2009-06-02 21:09:16.652941,15,Production,High,2,0
21436,1.1076144641879675,41,2016-06-17 21:09:16.652947,14,Sales,Low,0,0
21863,4.5714944904771935,48,2012-03-18 21:09:16.652952,19,HR,High,4,1
74737,4.880023142661885,42,2015-06-04 21:09:16.652957,3,Production,High,1,0
99303,3.445933562099697,19,2007-06-14 21:09:16.652963,1,Sales,Medium,0,1
57228,2.220398586536103,24,2017-04-29 21:09:16.652968,4,Sales,Low,0,0
66380,2.6859538740358846,65,2016-08-03 21:09:16.652973,17,Production,Low,1,1
47657,0.5418575903970324,40,2011-06-01 21:09:16.652979,16,Sales,Medium,1,0
44516,1.8169794905630532,46,2008-01-18 21:09:16.652984,23,Tech,Low,1,1
31608,4.880671769825061,52,2005-09-14 21:09:16.652989,29,Sales,Medium,0,0
45858,2.7386113130357668,47,2013-09-09 21:09:16.652995,15,Sales,Low,1,0
81963,2.803137717950835,46,2007-04-04 21:09:16.653001,27,Tech,Medium,1,0
47558,4.76989934510124,48,2022-06-05 21:09:16.653006,10,Tech,Low,0,0
64364,4.4317709017208795,59,2009-11-25 21:09:16.653011,38,Production,High,0,1
64287,2.843581889020139,19,2014-04-01 21:09:16.653017,1,Production,Medium,0,0
95591,1.3449542449107688,32,2023-10-30 21:09:16.653022,1,Sales,Low,0,0
31396,0.5846570761612591,33,2022-12-01 21:09:16.653027,2,Sales,Medium,1,0
86967,4.318257128473771,25,2008-08-03 21:09:16.653032,6,R&D,Medium,1,0
69364,4.600457582587916,45,2010-06-03 21:09:16.653038,0,Tech,Medium,2,0
79347,2.471424606733528,57,2006-01-15 21:09:16.653043,26,R&D,Medium,1,0
78102,0.47274283103189374,34,2006-01-31 21:09:16.653048,16,Tech,Medium,1,0
71229,3.03112365266674,31,2014-06-16 21:09:16.653053,9,Tech,Low,1,0
57099,1.8373069947093723,38,2011-02-07 21:09:16.653059,0,Production,Medium,0,1
14891,0.7893033032369362,44,2018-07-17 21:09:16.653065,5,Sales,Medium,1,0
69375,4.5957169481946325,38,2020-12-29 21:09:16.653071,6,Tech,Low,0,1
21550,1.197245260238537,49,2020-10-27 21:09:16.653076,13,Tech,Medium,2,0
50417,3.5558075792308133,33,2011-02-11 21:09:16.653081,7,Sales,High,3,0
58827,2.1468892965134057,45,2017-03-07 21:09:16.653086,0,Tech,High,2,0
59583,4.139604336441341,55,2019-04-15 21:09:16.653092,14,Tech,Low,0,0
42289,3.504174517547198,46,2019-09-05 21:09:16.653097,15,Sales,Low,2,0
35400,0.6158001480927872,53,2010-07-03 21:09:16.653102,4,Sales,High,0,0
95847,2.248058673283611,41,2018-11-27 21:09:16.653107,4,HR,Medium,0,0
49461,1.2989427763792065,38,2007-04-16 21:09:16.653112,18,Sales,Low,3,0
92748,3.5679223575570496,56,2017-01-09 21:09:16.653118,10,Tech,Medium,1,1
79555,2.7234441336366833,25,2006-10-25 21:09:16.653123,0,Sales,Medium,0,0
91235,1.7009060888392602,45,2011-12-22 21:09:16.653128,14,Sales,Low,2,0
98437,1.6473007349739905,35,2012-05-20 21:09:16.653133,7,Sales,High,2,0
41591,0.5724349642734766,36,2011-01-15 21:09:16.653139,9,Sales,High,1,0
53384,1.0691091668396313,36,2011-06-17 21:09:16.653144,14,Production,Medium,2,0
14492,3.5673312379804245,55,2014-01-23 21:09:16.653150,26,R&D,Medium,0,0
45736,3.0495224024126406,61,2007-11-18 21:09:16.653155,18,Tech,Low,1,0
32767,1.7779797298891538,43,2013-03-20 21:09:16.653160,22,Production,Low,1,0
83811,4.180578028117978,23,2010-09-25 21:09:16.653165,0,Sales,Medium,1,1
91445,2.422064254820937,63,2005-07-30 21:09:16.653171,7,Tech,Medium,2,0
82563,3.972170771776619,43,2015-03-06 21:09:16.653176,4,Sales,Low,0,0
14643,3.9059007549778797,45,2018-05-23 21:09:16.653181,12,R&D,Low,0,0
20238,4.239994753247804,61,2005-04-26 21:09:16.653186,10,Sales,Medium,2,0
56046,4.248858536076542,49,2011-05-12 21:09:16.653192,10,Tech,Low,0,1
27635,3.395312993135555,51,2022-04-25 21:09:16.653197,0,Sales,Low,0,0
52601,3.747117466978001,62,2018-11-23 21:09:16.653202,44,Sales,Low,1,0
37607,3.8845359802382413,54,2021-07-24 21:09:16.653207,3,Production,High,2,1
99821,0.8457970011117588,42,2004-09-18 21:09:16.653213,0,Sales,High,1,0
99035,1.5012241416776384,39,2020-12-22 21:09:16.653218,15,Sales,Low,3,0
15641,0.5211986913277444,48,2012-05-06 21:09:16.653223,3,R&D,Medium,0,0
55408,0.9468568120341642,23,2012-08-25 21:09:16.653230,1,Sales,Low,4,0
98365,3.891436261505934,48,2008-06-28 21:09:16.653235,1,Production,Low,1,0
24085,4.735552169376577,18,2013-04-13 21:09:16.653240,0,R&D,Low,0,1
68711,3.3681773336543213,57,2005-02-07 21:09:16.653246,37,Production,Low,0,0
13233,4.430238535203253,26,2015-06-09 21:09:16.653251,8,Sales,High,0,0
20942,1.5898834097050258,29,2011-03-03 21:09:16.653256,6,Sales,Medium,0,1
12913,4.22897790153251,38,2014-11-22 21:09:16.653264,6,Sales,Low,1,0
72746,1.6939296791285967,59,2018-09-07 21:09:16.653270,18,Management,Medium,1,1
73338,4.470833624559811,20,2023-08-03 21:09:16.653275,2,Sales,Medium,0,1
40417,3.9902291908862915,59,2021-02-04 21:09:16.653281,15,Sales,Low,1,1
23393,4.917985927266638,63,2016-03-01 21:09:16.653286,17,Tech,Medium,0,0
76256,4.136363556881622,22,2018-12-04 21:09:16.653291,1,HR,Medium,0,0
63652,1.9910482930102473,54,2010-06-20 21:09:16.653297,24,Tech,Low,1,0
50279,0.5503989006788351,30,2007-06-23 21:09:16.653302,6,Tech,High,1,0
39366,4.371365499461477,46,2015-09-09 21:09:16.653307,16,Tech,Low,3,0
64996,2.8559548676669344,45,2010-06-11 21:09:16.653312,22,Sales,Low,2,0
44938,4.290707746724421,42,2010-05-27 21:09:16.653317,0,R&D,High,1,1
29794,1.9356445728783567,27,2016-01-14 21:09:16.653323,1,Production,Low,2,0
42051,0.14474616734316714,51,2024-02-09 21:09:16.653328,8,Tech,Low,0,0
62922,0.2620829364736893,32,2015-10-25 21:09:16.653334,2,Sales,Low,1,0
48984,3.3524923969955243,47,2005-12-05 21:09:16.653340,23,Production,Low,0,1
73476,0.5723128558558721,30,2021-11-04 21:09:16.653346,0,Production,Medium,2,0
66891,3.727309978290351,54,2016-01-09 21:09:16.653351,31,Sales,Medium,1,0
61398,2.097213039528412,22,2008-04-18 21:09:16.653356,0,Management,Medium,0,0
25463,2.8155395881726104,31,2022-05-21 21:09:16.653362,11,Tech,Low,2,0
38021,4.0060668805971495,27,2007-12-22 21:09:16.653367,9,Sales,Medium,2,0
72795,1.2653572215156066,64,2006-08-25 21:09:16.653372,32,Production,High,0,0
70969,2.0645127409325488,51,2023-01-27 21:09:16.653377,27,Tech,Low,3,0
84203,3.647786581191257,48,2019-04-25 21:09:16.653383,20,R&D,Medium,0,0
43101,4.592138786149339,22,2012-03-13 21:09:16.653388,4,Sales,Medium,0,0
96294,1.451498807474706,23,2019-05-20 21:09:16.653393,4,R&D,Low,1,0
38863,3.1136147219821986,30,2015-07-17 21:09:16.653398,8,Sales,Low,0,1
58060,4.756069794297129,57,2015-03-29 21:09:16.653527,31,Sales,Low,2,0
36871,3.2442609452047817,30,2015-03-04 21:09:16.653539,5,HR,High,1,0
86096,4.463945517371898,63,2011-05-21 21:09:16.653550,24,HR,Low,4,0
94493,4.698649257384243,65,2009-09-26 21:09:16.653562,43,Sales,Medium,1,0
81021,4.6467131121437895,50,2019-06-30 21:09:16.653574,17,Production,Low,1,0
95874,3.7923854215550152,54,2023-09-25 21:09:16.653584,35,Production,Low,2,1
60265,2.7604774315141922,40,2021-04-10 21:09:16.653594,14,Sales,Low,1,0
45412,0.4837641894658584,38,2010-05-04 21:09:16.653604,15,Tech,Low,2,0
33313,1.1135307028244994,25,2010-07-17 21:09:16.653612,4,Production,Medium,3,0
11956,1.2788356325057877,51,2019-10-21 21:09:16.653617,25,Production,Medium,0,0
60793,0.16629786418482506,48,2022-10-19 21:09:16.653623,11,Production,Medium,0,0
22725,0.5096168895402348,48,2024-03-26 21:09:16.653628,9,Sales,Low,3,0
21930,1.4737834913914765,37,2022-07-01 21:09:16.653633,2,Production,Low,0,0
26898,0.45370471128098944,52,2009-05-26 21:09:16.653638,9,HR,Low,0,0
39459,0.8476750386682286,19,2004-11-07 21:09:16.653644,1,Tech,Low,2,0
57056,0.27208798687932245,41,2014-05-08 21:09:16.653649,14,R&D,High,2,0
79282,2.0826632479954466,28,2011-01-23 21:09:16.653659,0,HR,Low,1,0
46830,4.106636458365344,21,2019-06-17 21:09:16.653670,0,Production,Low,0,1
59053,4.061219221016091,43,2019-06-01 21:09:16.653681,21,Production,Medium,2,0
72930,4.52445214799048,31,2008-05-05 21:09:16.653691,3,Sales,High,0,0
38046,3.72799751293524,63,2010-11-01 21:09:16.653701,44,Sales,Low,0,0
17726,1.2222097835448498,59,2010-11-19 21:09:16.653712,15,HR,Medium,2,0
66665,3.5119494822791113,37,2018-10-07 21:09:16.653723,2,Tech,Low,2,0
99469,3.7691094785676627,53,2022-12-12 21:09:16.653733,6,R&D,Medium,1,0
11738,2.715537707205523,42,2012-01-12 21:09:16.653739,20,HR,Medium,1,0
84513,4.035052981441266,56,2014-03-08 21:09:16.653744,24,R&D,Medium,2,0
70318,0.35632921288329844,27,2016-01-10 21:09:16.653749,4,Sales,Low,1,0
64990,2.9739029345260795,52,2018-10-01 21:09:16.653755,10,Production,High,1,0
26269,2.3994669003424502,22,2015-11-29 21:09:16.653760,3,Tech,Low,0,0
50623,4.02605907499511,21,2008-12-14 21:09:16.653765,1,Sales,Medium,0,1
53486,0.6398029781793524,37,2021-02-10 21:09:16.653771,13,Tech,High,1,0
44917,1.0631198832074529,40,2023-07-04 21:09:16.653776,18,R&D,Low,0,0
78090,2.793459822276949,60,2019-08-28 21:09:16.653782,41,R&D,Medium,0,0
61858,4.73602660977064,22,2017-10-09 21:09:16.653788,3,Sales,Low,0,0
44144,0.4159995107596587,46,2018-04-22 21:09:16.653794,5,Tech,Low,0,0
94529,3.716885120019281,61,2009-11-24 21:09:16.653799,5,Production,Low,0,0
58915,1.0269960100499782,46,2006-08-24 21:09:16.653804,18,Sales,Low,0,0
41091,0.5272443404244198,63,2006-10-23 21:09:16.653811,17,R&D,High,0,0
18774,1.9738305692177094,49,2019-11-11 21:09:16.653821,2,Tech,Medium,2,0
57722,2.9152641642163513,39,2017-08-24 21:09:16.653831,7,Sales,Medium,1,1
77328,4.13508970586054,62,2014-01-20 21:09:16.653842,26,Tech,High,1,0
23800,3.1734592537000457,60,2023-02-25 21:09:16.653848,2,Production,High,1,0
21796,2.4583357146308065,61,2023-07-27 21:09:16.653853,5,R&D,Medium,1,0
49085,1.42833683180652,24,2017-04-21 21:09:16.653859,4,Sales,Low,3,0
55324,1.4627652166580214,50,2013-03-20 21:09:16.653864,27,HR,High,1,0
89248,3.8528841563252714,39,2016-11-18 21:09:16.653869,19,R&D,Low,3,0
76902,0.5702983751576696,58,2014-01-21 21:09:16.653874,15,Production,Low,1,0
25351,0.7323688368582354,45,2024-01-27 21:09:16.653880,23,Tech,Medium,2,0
71469,3.5986818949801553,38,2013-11-23 21:09:16.653885,12,Production,Low,1,1
32657,4.805210146413024,53,2020-11-01 21:09:16.653890,31,Sales,Low,1,0
81299,0.6011710166653361,21,2006-03-05 21:09:16.653895,2,HR,High,2,0
51683,3.0471304143055162,60,2005-06-02 21:09:16.653901,7,HR,Medium,4,0
53616,1.1959419363403523,23,2009-03-27 21:09:16.653906,5,Production,Medium,2,0
33692,0.12878907436258524,36,2016-07-27 21:09:16.653911,3,Sales,Medium,2,0
38665,4.161338280323612,28,2013-09-08 21:09:16.653917,3,HR,Medium,0,1
10347,2.5430230199340143,34,2011-08-04 21:09:16.653922,10,HR,Low,0,1
53804,0.11944975847209105,63,2013-05-03 21:09:16.653927,12,Sales,High,1,0
52698,4.477266510499794,35,2023-03-14 21:09:16.653932,13,Tech,Medium,0,1
75245,2.6784262031368606,63,2011-10-23 21:09:16.653938,28,Sales,Medium,1,0
73164,3.6853369420304944,30,2021-01-11 21:09:16.653944,5,R&D,High,0,1
80724,2.117524055484054,58,2009-11-02 21:09:16.653956,28,R&D,Medium,0,0
36779,0.9244163635231051,28,2014-04-12 21:09:16.653967,8,Sales,Low,1,0
13242,2.32786652896871,44,2010-08-20 21:09:16.653978,1,Production,Low,3,0
27146,1.4383617522632652,33,2015-02-03 21:09:16.653985,2,Production,Low,2,0
71482,1.4836771939346638,32,2021-07-16 21:09:16.653991,9,R&D,Medium,0,0
65933,3.219390606529074,31,2019-03-18 21:09:16.653996,10,Sales,Medium,1,0
51637,0.47039827527602274,32,2008-06-01 21:09:16.654002,0,Management,Medium,2,0
46284,1.9850726606829228,35,2012-08-11 21:09:16.654007,16,Sales,Low,1,0
27436,2.733226970595814,29,2017-05-26 21:09:16.654012,6,Management,High,0,0
97141,3.5492873621329246,43,2010-02-16 21:09:16.654018,14,Production,Medium,3,0
39551,3.1644963132277653,59,2016-03-13 21:09:16.654023,27,Sales,High,0,0
68211,4.431232853552766,57,2019-08-22 21:09:16.654028,37,HR,High,0,0
22950,4.961921412646949,35,2006-07-21 21:09:16.654034,9,Tech,Medium,1,0
99804,4.687117120073908,43,2019-03-30 21:09:16.654039,25,Sales,Low,1,0
54168,3.8207618639925833,63,2011-05-20 21:09:16.654044,22,Sales,Low,2,1
71219,3.430076274263885,35,2008-08-14 21:09:16.654049,6,Tech,Low,0,1
63118,0.17715842054147113,18,2017-09-20 21:09:16.654054,0,Production,Low,2,0
86093,2.6674940633838617,33,2021-03-04 21:09:16.654060,1,Management,Medium,1,0
25644,3.3185845056936483,54,2015-04-14 21:09:16.654065,3,Sales,Low,1,1
18768,2.064700239674977,38,2021-09-01 21:09:16.654070,20,Sales,Low,1,0
34585,1.923983064123052,25,2013-12-04 21:09:16.654075,0,Production,Low,1,0
12449,2.7126324158308064,19,2014-11-22 21:09:16.654080,1,Management,Low,2,0
84091,4.5331995919728865,36,2023-11-17 21:09:16.654086,10,Sales,Medium,0,1
42480,1.3046418456233433,46,2005-11-06 21:09:16.654091,10,HR,Medium,4,0
47998,1.995274105364846,47,2009-01-22 21:09:16.654096,7,Sales,Medium,1,0
56286,3.265439033245348,20,2011-02-03 21:09:16.654101,0,R&D,Low,2,0
50714,0.9300362998303652,25,2006-12-28 21:09:16.654107,0,Sales,High,2,0
54719,4.174517902588269,52,2010-03-21 21:09:16.654112,6,Sales,Low,2,0
40405,3.330336022940749,35,2008-04-10 21:09:16.654117,10,HR,Low,2,0
24956,1.7613102985821982,43,2012-04-30 21:09:16.654123,5,Production,Low,1,1
92329,3.6108350241240217,42,2014-08-02 21:09:16.654128,8,Sales,Medium,2,0
84892,1.396732686722233,25,2007-05-27 21:09:16.654133,7,Tech,Medium,1,0
24904,3.8723044836742764,35,2006-08-01 21:09:16.654140,4,Tech,Medium,0,0
59361,0.3534402652858626,41,2010-01-08 21:09:16.654145,20,Production,Low,1,0
74431,2.1337599368837084,22,2017-06-15 21:09:16.654150,4,Sales,High,1,0
66970,1.308194289315225,43,2012-09-25 21:09:16.654156,18,Sales,High,2,0
93783,4.083501936733828,27,2018-06-21 21:09:16.654162,8,Tech,High,1,1
66237,3.763735314664092,28,2011-08-13 21:09:16.654167,1,R&D,Medium,0,1
70828,4.209306902805945,21,2016-07-16 21:09:16.654172,1,Tech,High,0,0
73663,3.257815210511054,27,2009-03-07 21:09:16.654177,2,HR,Medium,1,1
33011,3.97661208808152,54,2012-01-22 21:09:16.654183,3,Production,High,1,0
28775,2.1939413462425112,29,2017-02-09 21:09:16.654188,11,HR,Medium,0,1
95167,3.3902870805094985,27,2009-08-17 21:09:16.654193,0,Management,Low,2,0
55007,0.15558834509837804,29,2006-12-28 21:09:16.654198,1,Production,Low,2,0
78389,4.403623042697626,22,2023-02-23 21:09:16.654204,4,Tech,Medium,1,1
26774,3.4238682560151585,60,2017-01-10 21:09:16.654209,5,Sales,Medium,2,0
34735,4.330482288592498,44,2018-06-13 21:09:16.654214,5,Sales,Low,1,1
34135,3.854294338096948,50,2024-02-05 21:09:16.654219,3,Production,Low,0,1
17652,1.4318834047063174,49,2009-09-29 21:09:16.654225,14,Management,Low,2,0
81554,1.3644011479720426,22,2015-01-15 21:09:16.654230,2,HR,Low,0,0
79727,3.9981938878676058,40,2004-08-24 21:09:16.654235,8,R&D,Low,3,0
26253,0.9235459591065215,41,2016-08-22 21:09:16.654240,0,HR,Medium,2,0
88629,0.5533060041421722,63,2010-08-30 21:09:16.654246,15,Sales,Low,1,0
61793,0.07521102497291432,19,2012-05-09 21:09:16.654251,0,Tech,Low,0,0
46893,1.4921402295932724,47,2015-12-14 21:09:16.654257,7,Sales,Low,0,0
67339,0.4963252528459855,27,2015-03-06 21:09:16.654263,3,HR,Medium,1,0
94344,4.008432650483825,18,2007-08-01 21:09:16.654268,0,Sales,Low,0,0
45387,2.422719154908749,30,2005-08-18 21:09:16.654273,3,HR,Medium,1,0
54603,1.262576120716502,53,2012-10-31 21:09:16.654279,10,Production,Low,0,0
62257,3.0104346909589657,20,2007-02-17 21:09:16.654284,1,Sales,Low,2,0
32919,0.3517620999848403,61,2016-02-09 21:09:16.654289,17,Sales,High,0,0
99190,3.6306062564175074,61,2007-10-19 21:09:16.654295,22,Management,Medium,2,0
68181,2.506965224707307,33,2008-04-12 21:09:16.654300,11,Production,High,1,0
16423,0.03238184614004491,31,2007-11-24 21:09:16.654305,4,HR,Low,3,0
65212,1.596085764573797,57,2006-12-06 21:09:16.654311,38,Sales,Low,1,0
50947,3.7509618669464837,62,2014-05-08 21:09:16.654316,16,Sales,Low,0,0
87541,0.9405758524179081,65,2006-09-01 21:09:16.654321,47,R&D,High,1,0
86061,4.80938628935961,64,2014-02-16 21:09:16.654326,40,Production,Medium,1,0
74884,4.483145721605674,63,2011-10-14 21:09:16.654332,12,R&D,Low,1,1
20213,3.8911936439797707,22,2017-10-23 21:09:16.654337,3,Tech,Low,0,0
31907,0.39274179250157637,42,2022-04-01 21:09:16.654342,10,Tech,Medium,1,1
25990,1.7691864881668995,55,2011-09-09 21:09:16.654348,29,Sales,Medium,2,0
27713,1.4909867255445524,46,2007-03-08 21:09:16.654353,13,Tech,Low,3,0
92626,0.6881265920438456,34,2005-03-16 21:09:16.654358,14,Production,Medium,2,0
88834,4.998094475434218,26,2013-12-06 21:09:16.654363,7,Sales,Low,1,1
43652,0.7359881747639591,35,2006-10-13 21:09:16.654368,5,Sales,Medium,2,0
12946,1.576637732715,29,2011-04-27 21:09:16.654374,3,Production,High,1,0
68428,4.400707262838531,62,2012-10-24 21:09:16.654379,25,Management,Low,0,1
42056,0.721926803992759,56,2019-07-01 21:09:16.654384,24,Production,Medium,0,0
16009,2.3476398597686536,45,2007-05-20 21:09:16.654389,20,Production,Low,2,0
28600,4.878450653497348,49,2010-04-26 21:09:16.654394,28,Tech,Low,2,0
61783,1.2364424148286957,37,2008-09-08 21:09:16.654400,9,Sales,High,0,0
51797,3.5152910848479153,57,2015-12-02 21:09:16.654405,19,Production,Medium,1,1
61122,0.4001982418789046,18,2008-12-30 21:09:16.654410,0,Production,High,0,0
44430,3.00435970624144,29,2010-09-07 21:09:16.654415,9,Sales,High,1,0
14413,1.6952476654941173,39,2011-10-03 21:09:16.654420,19,Tech,High,0,1
37123,3.4978226601363427,25,2022-08-21 21:09:16.654426,0,Tech,High,0,0
39389,2.164450027176385,29,2017-05-27 21:09:16.654431,6,Tech,High,2,0
68879,1.4949932327733029,55,2004-12-15 21:09:16.654436,4,Sales,Medium,2,1
46402,2.730039426670918,41,2022-07-15 21:09:16.654441,6,Tech,Medium,0,0
74697,0.6984345646035994,55,2023-02-15 21:09:16.654446,29,Tech,High,2,0
61446,4.072159853242569,56,2013-03-25 21:09:16.654452,27,Sales,High,1,1
48375,3.753546959908039,58,2010-05-24 21:09:16.654457,16,Tech,High,0,0
37819,2.724840857867505,45,2009-07-11 21:09:16.654462,26,Sales,Medium,2,0
13580,1.8352415064869743,29,2010-05-29 21:09:16.654467,1,Sales,High,0,0
47882,4.5761308034464445,48,2018-09-28 21:09:16.654472,19,R&D,Medium,1,0
94265,3.172291999987068,55,2008-05-22 21:09:16.654478,1,HR,Medium,1,0
40223,1.424000662057584,55,2020-03-14 21:09:16.654483,21,Tech,High,1,0
20930,4.033543043446197,45,2014-11-08 21:09:16.654488,17,Tech,High,0,0
28365,3.175098508663315,26,2009-11-17 21:09:16.654493,7,Tech,High,2,0
96026,0.6350630827342091,39,2016-08-31 21:09:16.654498,10,HR,High,0,0
12320,0.5711662230436504,24,2021-12-12 21:09:16.654504,6,Sales,Medium,1,0
62242,4.690525097168184,21,2019-09-06 21:09:16.654509,2,Sales,Medium,3,0
36031,1.4395599056197217,46,2010-07-17 21:09:16.654514,20,R&D,Low,2,0
62439,3.317412996607205,62,2021-01-17 21:09:16.654519,25,Sales,Medium,2,0
48804,0.18216936533705264,27,2017-01-14 21:09:16.654524,0,Sales,High,0,0
36985,2.7825096840272368,59,2009-10-18 21:09:16.654530,23,Tech,High,0,0
50032,1.1556431889217227,38,2005-01-24 21:09:16.654535,3,Sales,Low,3,0
49296,0.6981313467847833,21,2006-10-16 21:09:16.654541,3,Tech,Medium,0,0
47934,3.867515628171306,41,2010-12-29 21:09:16.654549,3,R&D,Low,0,0
82299,4.047713284697808,38,2016-10-31 21:09:16.654560,16,Sales,Low,2,0
19830,3.5760611693327213,35,2015-05-02 21:09:16.654570,9,Tech,Medium,0,1
13319,0.055934225707603424,43,2016-09-17 21:09:16.654579,25,Production,Low,1,0
66934,1.4245460782164199,25,2011-07-26 21:09:16.654584,7,Sales,Medium,1,0
84089,1.8048063321824859,40,2006-10-14 21:09:16.654590,14,Production,Medium,1,0
10980,3.4542511192581586,64,2015-10-22 21:09:16.654595,33,Tech,Low,1,0
77578,3.7777184083805575,26,2014-09-15 21:09:16.654600,6,HR,Medium,1,0
71805,3.1392746101395645,42,2012-11-15 21:09:16.654608,16,Tech,Medium,0,0
75407,3.945441723690108,53,2014-10-06 21:09:16.654619,24,Tech,High,0,0
75482,2.1364993890973234,49,2015-10-18 21:09:16.654630,7,Tech,Medium,1,0
55418,2.7092249491838554,24,2009-12-29 21:09:16.654641,5,Sales,Low,1,1
35713,0.32125087538613983,50,2023-07-16 21:09:16.654651,19,Tech,Medium,0,0
13803,2.135816232727125,48,2022-01-13 21:09:16.654662,9,Production,High,2,0
37998,2.1631655674807715,34,2006-10-09 21:09:16.654667,0,Production,High,0,0
51535,3.057600547841318,52,2009-03-20 21:09:16.654674,1,HR,Medium,0,0
40065,1.8894817633915817,39,2005-12-17 21:09:16.654685,6,Production,Medium,1,0
