Employee ID,Satisfaction Level,Age,Start Date,Years of Experience,Department,Salary,Promotions,Resigned
39261,4.90487305791185,29,2009-06-02 01:55:08.316781,5,Finance,105400,1,0
19146,0.095550814016363,44,2004-01-21 01:55:08.316782,0,Operations,46758,0,1
99082,4.080214710404774,34,2016-06-17 01:55:08.316784,1,Sales,71246,1,0
36217,0.4855582149366672,33,2007-06-14 01:55:08.316786,5,Operations,113577,1,0
36969,0.4018902786704942,18,2002-01-26 01:55:08.316787,0,Operations,112878,2,1
50858,1.6408824657534649,47,1994-11-24 01:55:08.316789,28,Tech,84598,0,0
43480,3.5038344695356654,54,2003-04-22 01:55:08.316791,1,Sales,52303,1,0
34199,3.392231618785255,40,2016-08-03 01:55:08.316793,0,Finance,57370,0,0
82953,3.1394032206232265,44,2011-06-01 01:55:08.316794,5,Tech,104607,0,1
24943,3.872755513621339,54,2008-01-18 01:55:08.316796,26,Tech,123476,1,0
38112,1.1618902659986712,33,2022-06-05 01:55:08.316798,9,Sales,80039,0,0
57667,3.1692222242364183,41,2009-11-25 01:55:08.316800,14,Tech,70599,1,0
70754,3.190187728853205,45,2002-08-16 01:55:08.316802,13,Tech,61220,2,1
71933,3.27167756397557,47,2023-10-30 01:55:08.316804,10,Sales,128464,0,0
14645,2.9722681752768376,43,2000-06-27 01:55:08.316806,4,Finance,41977,0,0
21436,1.1076144641879675,41,2008-08-03 01:55:08.316807,18,Tech,94552,0,0
21863,4.5714944904771935,48,2010-06-03 01:55:08.316809,26,Finance,91263,0,0
85421,4.880023142661885,42,2006-01-31 01:55:08.316811,13,Operations,84438,0,0
82950,3.445933562099697,19,1996-02-11 01:55:08.316813,0,Tech,34275,2,0
55882,2.220398586536103,24,2002-04-14 01:55:08.316814,0,Tech,34453,0,1
96473,2.6859538740358846,65,2020-12-29 01:55:08.316816,0,Finance,54687,0,1
59196,0.5418575903970324,40,2020-10-27 01:55:08.316818,14,Tech,100299,1,0
44516,1.8169794905630532,46,2017-03-07 01:55:08.316820,8,Sales,39394,1,0
31608,4.880671769825061,52,2019-04-15 01:55:08.316821,32,Sales,68578,1,0
94681,2.7386113130357668,47,2019-09-05 01:55:08.316824,28,Sales,122833,1,0
81962,2.803137717950835,46,2010-07-03 01:55:08.316826,6,Sales,122600,0,1
47557,4.76989934510124,48,1996-06-23 01:55:08.316828,0,Sales,115297,0,0
48317,4.4317709017208795,59,1994-08-06 01:55:08.316829,26,Finance,86787,1,0
74520,2.843581889020139,19,2011-01-15 01:55:08.316831,0,Sales,69266,1,0
95590,1.3449542449107688,32,2011-06-17 01:55:08.316833,12,Tech,77125,0,1
31396,0.5846570761612591,33,2014-01-23 01:55:08.316835,8,Finance,69530,1,0
84154,4.318257128473771,25,2007-11-18 01:55:08.316836,6,Operations,77096,0,0
69362,4.600457582587916,45,2005-07-30 01:55:08.316838,10,Tech,116406,0,0
98559,2.471424606733528,57,2018-05-23 01:55:08.316840,30,Tech,67806,0,0
78101,0.47274283103189374,34,2005-04-26 01:55:08.316841,12,Operations,79661,1,0
71227,3.03112365266674,31,2011-05-12 01:55:08.316843,10,Tech,58224,0,0
46442,1.8373069947093723,38,1999-11-20 01:55:08.316845,5,Sales,65976,2,0
14891,0.7893033032369362,44,1996-06-19 01:55:08.316847,20,HR,51072,0,0
69373,4.5957169481946325,38,2002-06-16 01:55:08.316849,12,Tech,105455,2,0
21550,1.197245260238537,49,1999-02-18 01:55:08.316851,2,Tech,32061,1,0
84436,3.5558075792308133,33,2004-09-18 01:55:08.316852,10,Operations,107173,0,1
72610,2.1468892965134057,45,2020-12-22 01:55:08.316854,1,Tech,101198,1,0
85845,4.139604336441341,55,2012-05-06 01:55:08.316856,8,Tech,50265,1,0
42289,3.504174517547198,46,2008-06-28 01:55:08.316858,18,HR,69108,0,0
35400,0.6158001480927872,53,2005-02-07 01:55:08.316859,29,Marketing,59637,1,0
95846,2.248058673283611,41,2015-06-09 01:55:08.316861,13,Operations,112055,0,0
80958,1.2989427763792065,38,2011-03-03 01:55:08.316863,15,Tech,123520,1,0
49225,3.5679223575570496,56,2018-09-07 01:55:08.316864,19,Marketing,133622,1,0
63869,2.7234441336366833,25,2001-02-27 01:55:08.316866,5,Tech,54723,1,0
91234,1.7009060888392602,45,2021-02-04 01:55:08.316868,22,Tech,100207,0,1
98436,1.6473007349739905,35,2016-03-01 01:55:08.316870,14,Sales,55327,0,1
41591,0.5724349642734766,36,2018-12-04 01:55:08.316871,14,Operations,79804,1,1
53383,1.0691091668396313,36,2010-06-20 01:55:08.316874,10,Sales,106520,0,0
14492,3.5673312379804245,55,2007-06-23 01:55:08.316876,13,Sales,58052,1,0
99481,3.0495224024126406,61,2015-09-09 01:55:08.316878,3,Tech,51835,0,0
32767,1.7779797298891538,43,2010-06-11 01:55:08.316879,2,Sales,119073,0,0
80362,4.180578028117978,23,2010-05-27 01:55:08.316881,2,Sales,39030,0,0
64873,2.422064254820937,63,2016-01-14 01:55:08.316883,31,Tech,120645,0,1
82562,3.972170771776619,43,2001-09-05 01:55:08.316884,3,Finance,82243,0,1
14643,3.9059007549778797,45,1999-06-01 01:55:08.316886,17,Tech,114986,0,0
20238,4.239994753247804,61,2016-01-09 01:55:08.316888,31,Operations,63224,1,1
84146,4.248858536076542,49,2022-05-21 01:55:08.316890,26,Finance,123356,0,0
27635,3.395312993135555,51,2007-12-22 01:55:08.316891,13,Sales,48403,0,0
97554,3.747117466978001,62,2006-08-25 01:55:08.316893,33,Operations,110239,0,0
37607,3.8845359802382413,54,2023-01-27 01:55:08.316895,2,Operations,90215,1,0
99820,0.8457970011117588,42,2019-04-25 01:55:08.316897,4,HR,84599,0,0
99034,1.5012241416776384,39,2012-03-13 01:55:08.316899,16,Finance,57618,0,1
15641,0.5211986913277444,48,2019-05-20 01:55:08.316900,22,Sales,108900,0,0
55407,0.9468568120341642,23,2015-03-04 01:55:08.316906,3,Operations,40848,0,1
77888,3.891436261505934,48,2011-05-21 01:55:08.316908,21,Tech,68112,0,0
24085,4.735552169376577,18,1997-01-24 01:55:08.316910,0,Finance,103171,0,0
68709,3.3681773336543213,57,2023-09-25 01:55:08.316912,0,Tech,113995,0,0
13233,4.430238535203253,26,1998-11-05 01:55:08.316913,5,Operations,75216,0,0
20942,1.5898834097050258,29,2010-05-04 01:55:08.316915,3,Finance,109215,0,1
12913,4.22897790153251,38,2019-10-21 01:55:08.316917,17,Tech,118481,1,0
59213,1.6939296791285967,59,2022-10-19 01:55:08.316918,13,Marketing,108755,1,1
96952,4.470833624559811,20,2002-12-15 01:55:08.316920,1,Sales,103565,0,0
40417,3.9902291908862915,59,2001-10-21 01:55:08.316922,16,Finance,92053,0,0
23393,4.917985927266638,63,2022-07-01 01:55:08.316924,14,HR,61484,1,0
92374,4.136363556881622,22,2004-11-07 01:55:08.316925,2,Sales,50653,1,0
63650,1.9910482930102473,54,2011-01-23 01:55:08.316927,26,Marketing,142118,0,1
73117,0.5503989006788351,30,2019-06-17 01:55:08.316929,8,Tech,83639,1,0
39366,4.371365499461477,46,1996-12-26 01:55:08.316930,14,Sales,90402,1,0
99179,2.8559548676669344,45,2003-01-02 01:55:08.316932,16,Tech,99711,1,0
44938,4.290707746724421,42,2010-11-01 01:55:08.316934,1,Sales,81646,0,0
29794,1.9356445728783567,27,2018-10-07 01:55:08.316935,8,Operations,74233,0,0
42051,0.14474616734316714,51,2022-12-12 01:55:08.316937,7,Tech,107105,0,1
90630,0.2620829364736893,32,2014-03-08 01:55:08.316939,9,Operations,112306,0,1
62103,3.3524923969955243,47,2016-01-10 01:55:08.316946,27,Sales,72507,0,0
82344,0.5723128558558721,30,1996-04-27 01:55:08.316947,9,Marketing,79325,0,1
71225,3.727309978290351,54,2002-03-31 01:55:08.316949,35,HR,149082,0,0
61396,2.097213039528412,22,2003-09-10 01:55:08.316951,1,Tech,81703,0,0
25463,2.8155395881726104,31,2015-11-29 01:55:08.316953,7,Tech,113952,1,0
38021,4.0060668805971495,27,2021-02-10 01:55:08.316954,2,Tech,38578,0,0
64809,1.2653572215156066,64,2001-01-28 01:55:08.316956,15,Finance,70871,0,0
70967,2.0645127409325488,51,2019-08-28 01:55:08.316958,16,Sales,118773,3,0
99196,3.647786581191257,48,2017-10-09 01:55:08.316959,17,Tech,73566,0,0
43101,4.592138786149339,22,1995-11-17 01:55:08.316961,3,Marketing,65187,0,0
70547,1.451498807474706,23,2019-11-11 01:55:08.316963,0,Tech,80143,0,1
38863,3.1136147219821986,30,2017-08-24 01:55:08.316965,5,Finance,74862,2,0
58059,4.756069794297129,57,2014-01-20 01:55:08.316966,3,Finance,83867,0,0
36871,3.2442609452047817,30,2023-02-25 01:55:08.316968,11,Tech,105695,0,0
58647,4.463945517371898,63,2001-02-20 01:55:08.316970,26,HR,130000,0,0
94492,4.698649257384243,65,1994-11-16 01:55:08.316971,37,Finance,102330,0,0
81020,4.6467131121437895,50,2013-03-20 01:55:08.316973,20,Tech,121009,0,0
95873,3.7923854215550152,54,2016-11-18 01:55:08.316975,10,Tech,51676,1,0
49755,2.7604774315141922,40,2014-01-21 01:55:08.316977,3,Sales,99551,0,0
45412,0.4837641894658584,38,2024-01-27 01:55:08.316978,11,Marketing,44331,1,1
33313,1.1135307028244994,25,1998-05-29 01:55:08.316980,6,HR,46067,2,1
11956,1.2788356325057877,51,2005-06-02 01:55:08.316982,23,Finance,63315,0,0
65703,0.16629786418482506,48,2013-09-08 01:55:08.316984,10,HR,116130,1,0
22725,0.5096168895402348,48,2011-08-04 01:55:08.316985,4,Tech,80921,0,1
21930,1.4737834913914765,37,2023-03-14 01:55:08.316987,11,Tech,64565,0,0
26898,0.45370471128098944,52,2021-01-11 01:55:08.316989,9,Finance,128143,0,1
39459,0.8476750386682286,19,2015-02-03 01:55:08.316990,0,Finance,48453,2,0
69329,0.27208798687932245,41,2021-07-16 01:55:08.316992,21,Marketing,98592,2,0
63904,2.0826632479954466,28,1996-10-12 01:55:08.316994,3,Tech,118527,0,0
46829,4.106636458365344,21,2012-08-11 01:55:08.316995,1,Sales,44834,0,0
70168,4.061219221016091,43,1994-12-21 01:55:08.316997,14,HR,54195,0,0
66346,4.52445214799048,31,2016-03-13 01:55:08.316999,6,Finance,62183,0,0
38046,3.72799751293524,63,1997-03-18 01:55:08.317001,31,Marketing,149988,1,0
17726,1.2222097835448498,59,1996-10-24 01:55:08.317002,39,Marketing,103504,1,0
67945,3.5119494822791113,37,2008-08-14 01:55:08.317004,14,Operations,48133,0,0
49848,3.7691094785676627,53,2017-09-20 01:55:08.317006,6,Sales,64101,0,1
11738,2.715537707205523,42,2021-03-04 01:55:08.317008,5,HR,50323,0,0
82924,4.035052981441266,56,2015-04-14 01:55:08.317009,29,Tech,81617,0,0
70316,0.35632921288329844,27,2021-09-01 01:55:08.317011,1,Tech,52119,2,0
49964,2.9739029345260795,52,2013-12-04 01:55:08.317013,5,Operations,85611,0,0
26269,2.3994669003424502,22,2023-11-17 01:55:08.317014,2,Tech,38715,0,1
50622,4.02605907499511,21,2011-02-03 01:55:08.317016,1,HR,109650,0,0
53485,0.6398029781793524,37,2010-03-21 01:55:08.317018,8,Tech,75102,0,0
44917,1.0631198832074529,40,2008-04-10 01:55:08.317020,9,Tech,97458,0,1
54806,2.793459822276949,60,2012-04-30 01:55:08.317022,3,Marketing,85215,1,0
55442,4.73602660977064,22,2006-08-01 01:55:08.317024,2,Tech,46858,1,0
44144,0.4159995107596587,46,1995-01-10 01:55:08.317026,15,Finance,93016,1,1
64744,3.716885120019281,61,2018-06-21 01:55:08.317028,14,Tech,96833,0,1
58914,1.0269960100499782,46,2004-02-07 01:55:08.317030,20,Tech,134018,0,0
41091,0.5272443404244198,63,2016-07-16 01:55:08.317031,22,Marketing,92639,0,1
18774,1.9738305692177094,49,2003-10-11 01:55:08.317033,24,HR,68805,1,0
71060,2.9152641642163513,39,2009-03-07 01:55:08.317035,8,HR,75588,2,0
77327,4.13508970586054,62,2012-01-22 01:55:08.317037,31,Tech,135956,0,0
23800,3.1734592537000457,60,1994-09-06 01:55:08.317038,4,Sales,92209,0,1
21796,2.4583357146308065,61,2009-08-17 01:55:08.317040,36,Sales,139525,0,0
76289,1.42833683180652,24,2000-09-19 01:55:08.317042,4,Tech,91706,1,0
71412,1.4627652166580214,50,1994-08-07 01:55:08.317044,20,Sales,136521,0,0
89247,3.8528841563252714,39,1996-01-08 01:55:08.317045,0,Sales,118567,0,0
74545,0.5702983751576696,58,2003-03-22 01:55:08.317047,6,Sales,104358,0,1
25351,0.7323688368582354,45,2001-09-01 01:55:08.317049,5,Tech,104087,0,1
90970,3.5986818949801553,38,2009-09-29 01:55:08.317051,18,Tech,96652,0,1
32657,4.805210146413024,53,2015-01-15 01:55:08.317052,13,Tech,51799,0,0
81298,0.6011710166653361,21,2001-12-23 01:55:08.317054,1,Sales,48784,0,1
78298,3.0471304143055162,60,2012-05-09 01:55:08.317056,8,Operations,69314,0,1
53615,1.1959419363403523,23,2015-12-14 01:55:08.317058,3,Finance,60947,1,0
33692,0.12878907436258524,36,2015-03-06 01:55:08.317059,8,Finance,71319,1,0
38665,4.161338280323612,28,2002-05-23 01:55:08.317061,5,Tech,59772,1,0
10347,2.5430230199340143,34,2008-04-12 01:55:08.317063,7,Sales,122531,0,0
79068,0.11944975847209105,63,2007-11-24 01:55:08.317065,43,Finance,108920,0,1
65057,4.477266510499794,35,2017-10-23 01:55:08.317067,1,Tech,99391,0,0
75243,2.6784262031368606,63,2022-04-01 01:55:08.317068,8,Sales,60621,0,0
48290,3.6853369420304944,30,2011-09-09 01:55:08.317070,9,Tech,96021,0,0
80723,2.117524055484054,58,2005-03-16 01:55:08.317072,21,Sales,84594,0,0
36779,0.9244163635231051,28,2011-04-27 01:55:08.317074,9,Tech,100450,0,1
13242,2.32786652896871,44,2012-10-24 01:55:08.317075,25,Tech,84804,1,0
27146,1.4383617522632652,33,1997-01-25 01:55:08.317077,2,Finance,35939,1,0
90328,1.4836771939346638,32,2007-05-20 01:55:08.317079,2,Finance,32393,2,0
80890,3.219390606529074,31,2008-09-08 01:55:08.317081,7,Sales,108827,0,0
51636,0.47039827527602274,32,2015-12-02 01:55:08.317082,12,HR,130477,2,0
55230,1.9850726606829228,35,2002-04-02 01:55:08.317084,2,Tech,74338,0,0
27436,2.733226970595814,29,2011-10-03 01:55:08.317086,9,Finance,88887,0,1
89840,3.5492873621329246,43,2000-03-17 01:55:08.317087,5,Finance,99562,0,0
39551,3.1644963132277653,59,2017-05-27 01:55:08.317089,28,Tech,88393,0,1
89017,4.431232853552766,57,2004-12-15 01:55:08.317091,37,Operations,134070,0,0
22950,4.961921412646949,35,2000-02-09 01:55:08.317093,4,Sales,79835,0,0
99803,4.687117120073908,43,2023-02-15 01:55:08.317094,6,Finance,107558,1,0
54167,3.8207618639925833,63,2002-11-22 01:55:08.317096,10,Sales,121051,1,0
67322,3.430076274263885,35,2018-09-28 01:55:08.317098,14,HR,56652,1,0
58782,0.17715842054147113,18,2020-03-14 01:55:08.317100,0,HR,59066,0,0
81791,2.6674940633838617,33,1999-07-09 01:55:08.317102,12,Tech,81521,1,0
25644,3.3185845056936483,54,2019-09-06 01:55:08.317103,11,Finance,46707,0,0
18768,2.064700239674977,38,2021-01-17 01:55:08.317105,5,Finance,77827,0,0
34585,1.923983064123052,25,1994-08-11 01:55:08.317107,0,Sales,31038,0,1
12449,2.7126324158308064,19,2009-10-18 01:55:08.317109,0,Finance,77029,0,0
89005,4.5331995919728865,36,2016-10-31 01:55:08.317110,2,Tech,77991,1,0
42480,1.3046418456233433,46,2015-05-02 01:55:08.317112,22,Tech,122674,3,0
58027,1.995274105364846,47,2003-01-03 01:55:08.317114,26,Tech,90471,1,0
58488,3.265439033245348,20,2016-09-17 01:55:08.317116,0,Tech,110308,1,0
60059,0.9300362998303652,25,2002-09-12 01:55:08.317117,3,Finance,33649,0,0
54718,4.174517902588269,52,2014-09-15 01:55:08.317119,32,Tech,100599,0,0
40405,3.330336022940749,35,2012-11-15 01:55:08.317121,14,Finance,85877,0,0
24956,1.7613102985821982,43,2015-10-18 01:55:08.317123,3,HR,110332,1,0
86085,3.6108350241240217,42,2001-02-09 01:55:08.317124,12,Finance,60067,2,0
84891,1.396732686722233,25,1999-08-10 01:55:08.317126,6,HR,43876,0,0
24904,3.8723044836742764,35,2006-10-09 01:55:08.317128,11,Operations,111776,0,0
72033,0.3534402652858626,41,2003-10-15 01:55:08.317130,9,Marketing,83152,3,1
97418,2.1337599368837084,22,2007-10-15 01:55:08.317132,0,Marketing,43466,0,0
55191,1.308194289315225,43,2014-12-08 01:55:08.317133,23,Marketing,110450,0,0
61637,4.083501936733828,27,2002-04-20 01:55:08.317135,1,Tech,107320,0,0
77341,3.763735314664092,28,2003-12-07 01:55:08.317137,1,Sales,116081,0,0
70826,4.209306902805945,21,1996-08-18 01:55:08.317139,0,Operations,90534,1,0
73661,3.257815210511054,27,2008-04-17 01:55:08.317140,1,Tech,76197,0,0
33011,3.97661208808152,54,2020-03-15 01:55:08.317142,25,Sales,135341,2,0
28775,2.1939413462425112,29,2020-08-31 01:55:08.317144,6,Tech,76811,2,0
92319,3.3902870805094985,27,2023-09-26 01:55:08.317146,8,Finance,44815,1,0
61139,0.15558834509837804,29,2017-01-14 01:55:08.317147,7,Sales,76946,2,0
77540,4.403623042697626,22,2002-11-29 01:55:08.317149,3,Tech,89181,1,0
26774,3.4238682560151585,60,2004-01-17 01:55:08.317151,14,Sales,60869,1,0
34735,4.330482288592498,44,1994-12-09 01:55:08.317153,10,Tech,66569,0,0
34135,3.854294338096948,50,2018-05-25 01:55:08.317154,29,Sales,62965,1,0
17652,1.4318834047063174,49,2014-03-25 01:55:08.317156,27,Finance,64026,0,1
81553,1.3644011479720426,22,1999-11-24 01:55:08.317158,0,Operations,69027,1,0
59219,3.9981938878676058,40,2013-08-17 01:55:08.317160,1,Finance,43864,1,0
26253,0.9235459591065215,41,2010-04-26 01:55:08.317161,21,Marketing,130024,0,0
57699,0.5533060041421722,63,2002-03-16 01:55:08.317163,38,Sales,68605,0,1
61791,0.07521102497291432,19,1998-11-20 01:55:08.317165,0,Tech,106705,0,1
72454,1.4921402295932724,47,2012-10-15 01:55:08.317167,25,Sales,132372,1,0
67337,0.4963252528459855,27,2005-12-27 01:55:08.317168,6,Marketing,98046,1,1
59878,4.008432650483825,18,2023-07-18 01:55:08.317170,0,Tech,30422,0,0
45387,2.422719154908749,30,1998-10-01 01:55:08.317172,4,Finance,63289,0,1
96459,1.262576120716502,53,2009-03-18 01:55:08.317174,13,Tech,61353,1,1
62255,3.0104346909589657,20,2005-11-24 01:55:08.317176,0,Tech,71451,1,0
32919,0.3517620999848403,61,2000-11-10 01:55:08.317177,21,HR,77090,3,0
81773,3.6306062564175074,61,2011-10-24 01:55:08.317179,41,Tech,150645,0,0
80682,2.506965224707307,33,2020-03-22 01:55:08.317181,8,Tech,70879,1,0
16423,0.03238184614004491,31,2019-11-20 01:55:08.317183,7,Sales,99104,0,0
79901,1.596085764573797,57,2010-10-17 01:55:08.317185,9,Sales,53644,1,1
50946,3.7509618669464837,62,2015-03-02 01:55:08.317186,15,Finance,115967,2,0
87540,0.9405758524179081,65,2022-04-11 01:55:08.317188,8,HR,51340,0,0
52004,4.80938628935961,64,2003-07-03 01:55:08.317190,29,HR,81439,1,0
74882,4.483145721605674,63,2017-08-10 01:55:08.317192,0,Tech,98928,1,0
20213,3.8911936439797707,22,1998-10-06 01:55:08.317194,2,HR,61364,0,1
31907,0.39274179250157637,42,2023-01-20 01:55:08.317195,1,Tech,31372,1,1
25990,1.7691864881668995,55,2017-06-13 01:55:08.317197,7,Finance,67800,0,0
27713,1.4909867255445524,46,2004-08-10 01:55:08.317199,5,Finance,53953,0,1
57778,0.6881265920438456,34,2015-10-10 01:55:08.317201,0,Sales,79920,0,0
68713,4.998094475434218,26,1997-04-30 01:55:08.317202,2,Sales,84174,0,0
43652,0.7359881747639591,35,1999-11-08 01:55:08.317204,9,Marketing,88550,0,0
12946,1.576637732715,29,1995-04-25 01:55:08.317206,0,Finance,44249,0,0
60148,4.400707262838531,62,2020-12-16 01:55:08.317208,26,Finance,58885,1,0
42056,0.721926803992759,56,2019-09-10 01:55:08.317210,16,Tech,129181,1,1
16009,2.3476398597686536,45,2008-03-10 01:55:08.317211,18,Sales,125853,0,1
28600,4.878450653497348,49,2015-04-21 01:55:08.317213,24,Finance,128869,0,0
93598,1.2364424148286957,37,1998-10-27 01:55:08.317215,5,Tech,52947,1,1
62925,3.5152910848479153,57,2019-08-23 01:55:08.317217,17,Operations,65537,0,0
61120,0.4001982418789046,18,2007-07-05 01:55:08.317218,0,Finance,66126,1,1
44430,3.00435970624144,29,2014-03-15 01:55:08.317220,7,Sales,125336,0,0
14413,1.6952476654941173,39,2003-07-21 01:55:08.317222,10,Sales,74772,1,0
37123,3.4978226601363427,25,1994-06-17 01:55:08.317224,1,Sales,73801,2,0
39389,2.164450027176385,29,2012-10-24 01:55:08.317225,2,Tech,58034,1,0
54019,1.4949932327733029,55,2009-09-14 01:55:08.317227,16,Tech,126982,0,0
48504,2.730039426670918,41,1994-10-04 01:55:08.317229,14,Tech,70306,1,0
48387,0.6984345646035994,55,2020-12-14 01:55:08.317231,14,Sales,80187,2,0
93823,4.072159853242569,56,1994-06-13 01:55:08.317232,15,Finance,113304,0,1
91379,3.753546959908039,58,2004-10-07 01:55:08.317234,37,Tech,125724,1,0
37819,2.724840857867505,45,2007-02-07 01:55:08.317236,11,Sales,124981,0,0
13580,1.8352415064869743,29,2021-04-10 01:55:08.317238,7,HR,75351,0,0
47881,4.5761308034464445,48,1996-09-18 01:55:08.317240,13,Tech,46842,0,0
89375,3.172291999987068,55,1996-09-15 01:55:08.317241,35,Sales,98988,0,0
40223,1.424000662057584,55,2002-03-10 01:55:08.317243,19,Sales,110637,1,1
20930,4.033543043446197,45,2014-05-05 01:55:08.317245,26,Sales,64030,0,1
28365,3.175098508663315,26,2003-04-27 01:55:08.317247,5,Marketing,70318,0,0
96025,0.6350630827342091,39,2003-02-02 01:55:08.317248,1,Finance,66139,1,1
12320,0.5711662230436504,24,2010-06-26 01:55:08.317250,2,Marketing,71542,0,0
62240,4.690525097168184,21,2011-07-29 01:55:08.317252,1,Tech,78042,0,0
36031,1.4395599056197217,46,2010-05-30 01:55:08.317254,11,Finance,117091,0,1
66315,3.317412996607205,62,1997-05-30 01:55:08.317255,8,Marketing,114518,1,0
48803,0.18216936533705264,27,2010-06-05 01:55:08.317257,3,Marketing,110922,1,0
36985,2.7825096840272368,59,1995-08-02 01:55:08.317259,11,Finance,101026,0,0
94753,1.1556431889217227,38,1994-05-19 01:55:08.317261,12,Tech,119238,0,1
49295,0.6981313467847833,21,1996-01-22 01:55:08.317263,2,Tech,79812,0,0
62391,3.867515628171306,41,1999-04-24 01:55:08.317264,17,Tech,92645,1,0
88174,4.047713284697808,38,2022-04-13 01:55:08.317266,13,Finance,91758,1,0
19830,3.5760611693327213,35,2005-04-28 01:55:08.317268,16,Sales,85937,1,0
13319,0.055934225707603424,43,2018-03-10 01:55:08.317270,1,Operations,54037,1,0
66932,1.4245460782164199,25,2003-08-19 01:55:08.317272,3,Marketing,99691,1,0
52552,1.8048063321824859,40,2003-05-10 01:55:08.317273,10,HR,62121,1,0
10980,3.4542511192581586,64,2023-11-09 01:55:08.317275,11,Tech,97715,0,1
72991,3.7777184083805575,26,2016-11-01 01:55:08.317277,3,Operations,62836,1,0
56549,3.1392746101395645,42,2000-09-16 01:55:08.317279,6,Operations,39203,0,0
75405,3.945441723690108,53,2001-12-31 01:55:08.317280,15,Tech,80358,0,0
74861,2.1364993890973234,49,2003-12-26 01:55:08.317282,18,Sales,63787,1,1
78432,2.7092249491838554,24,2013-10-28 01:55:08.317284,5,Tech,51695,0,0
35713,0.32125087538613983,50,2021-04-26 01:55:08.317286,22,Tech,68133,1,0
13803,2.135816232727125,48,2023-11-01 01:55:08.317287,27,Tech,146542,2,0
37998,2.1631655674807715,34,2006-11-16 01:55:08.317289,3,Sales,90041,0,0
77304,3.057600547841318,52,2004-09-01 01:55:08.317291,6,Marketing,98705,1,0
